ville,Emmanuel Macron,Marine Le Pen
Mazerolles,62.03,37.97
Mazeuil,62.04,37.96
Messemé,40.94,59.06
Mignaloux-Beauvoir,83.55,16.45
Migné-Auxances,77.25,22.75
Millac,58.87,41.13
Mirebeau,56.0,44.0
Moncontour,57.2,42.8
Mondion,73.85,26.15
Montamisé,81.98,18.02
Monthoiron,57.71,42.29
Montmorillon,72.0,28.0
Montreuil-Bonnin,66.93,33.07
Monts-sur-Guesnes,56.11,43.89
Morton,44.25,55.75
Moulismes,56.83,43.17
Moussac,64.1,35.9
Mouterre-sur-Blourde,76.12,23.88
Mouterre-Silly,51.34,48.66
Naintré,60.47,39.53
Nalliers,62.01,37.99
Nérignac,80.95,19.05
Neuville-de-Poitou,70.0,30.0
Nieuil-l'Espoir,75.84,24.16
Nouaillé-Maupertuis,81.07,18.93
Nueil-sous-Faye,58.65,41.35
Orches,50.0,50.0
Les Ormes,50.82,49.18
Ouzilly,51.16,48.84
Oyré,58.14,41.86
Paizay-le-Sec,52.4,47.6
Payré,64.4,35.6
Payroux,61.25,38.75
Persac,60.41,39.59
Pindray,62.94,37.06
Plaisance,72.82,27.18
Pleumartin,61.04,38.96
Poitiers,81.87,18.13
Port-de-Piles,45.61,54.39
Pouançay,43.61,56.39
Pouant,48.5,51.5
Pouillé,65.92,34.08
Pressac,56.9,43.1
Prinçay,50.0,50.0
La Puye,58.98,41.02
Queaux,71.48,28.52
Quinçay,75.25,24.75
Ranton,59.0,41.0
Raslay,36.0,64.0
La Roche-Posay,65.24,34.76
Roches-Prémarie-Andillé,75.3,24.7
Roiffé,40.93,59.07
Romagne,59.12,40.88
Rouillé,62.88,37.12
Saint-Benoît,83.67,16.33
Saint-Christophe,62.57,37.43
Saint-Clair,45.1,54.9
Saint-Gaudent,68.42,31.58
Saint-Genest-d'Ambière,51.31,48.69
Saint-Georges-lès-Baillargeaux,73.44,26.56
Saint-Germain,55.66,44.34
Saint-Gervais-les-Trois-Clochers,55.89,44.11
Saint-Jean-de-Sauves,53.63,46.37
Saint-Julien-l'Ars,75.19,24.81
Saint-Laon,47.5,52.5
Saint-Laurent-de-Jourdes,59.43,40.57
Saint-Léger-de-Montbrillais,46.27,53.73
Saint-Léomer,54.17,45.83
Saint-Macoux,59.84,40.16
Valdivienne,63.64,36.36
Saint-Martin-l'Ars,64.55,35.45
Saint-Maurice-la-Clouère,65.71,34.29
Saint-Pierre-de-Maillé,63.16,36.84
Saint-Pierre-d'Exideuil,64.77,35.23
Sainte-Radégonde,77.17,22.83
Saint-Rémy-sur-Creuse,41.42,58.58
Saint-Romain,64.77,35.23
Saint-Sauvant,64.1,35.9
Senillé-Saint-Sauveur,58.84,41.16
Saint-Savin,62.14,37.86
Saint-Saviol,57.35,42.65
Saint-Secondin,59.19,40.81
Saires,63.51,36.49
Saix,36.36,63.64
Sammarçolles,57.91,42.09
Sanxay,66.67,33.33
Saulgé,67.3,32.7
Savigné,68.37,31.63
Savigny-Lévescault,78.17,21.83
Savigny-sous-Faye,56.67,43.33
Scorbé-Clairvaux,57.28,42.72
Sérigny,49.7,50.3
Sèvres-Anxaumont,75.65,24.35
Sillars,56.27,43.73
Smarves,77.76,22.24
Sommières-du-Clain,63.25,36.75
Sossais,52.61,47.39
Surin,70.15,29.85
Tercé,75.3,24.7
Ternay,47.06,52.94
Thollet,53.33,46.67
Thurageau,56.94,43.06
Thuré,60.42,39.58
La Trimouille,64.51,35.49
Les Trois-Moutiers,47.41,52.59
Usseau,53.03,46.97
Usson-du-Poitou,60.74,39.26
Varennes,58.1,41.9
Vaux,63.49,36.51
Vaux-sur-Vienne,58.2,41.8
Vellèches,55.61,44.39
Saint Martin la Pallu,62.05,37.95
Vernon,69.19,30.81
Verrières,67.86,32.14
Verrue,52.4,47.6
Vézières,58.97,41.03
Vicq-sur-Gartempe,64.66,35.34
Le Vigeant,60.58,39.42
La Villedieu-du-Clain,72.61,27.39
Villemort,71.05,28.95
Villiers,70.42,29.58
Vivonne,70.24,29.76
Vouillé,71.47,28.53
Voulême,62.83,37.17
Voulon,65.12,34.88
Vouneuil-sous-Biard,75.98,24.02
Vouneuil-sur-Vienne,56.08,43.92
Vouzailles,65.98,34.02
Yversay,60.5,39.5
Aixe-sur-Vienne,72.47,27.53
Ambazac,62.47,37.53
Arnac-la-Poste,63.37,36.63
Augne,85.71,14.29
Aureil,70.24,29.76
Azat-le-Ris,64.89,35.11
Balledent,55.45,44.55
La Bazeuge,68.49,31.51
Beaumont-du-Lac,60.0,40.0
Bellac,65.14,34.86
Berneuil,52.76,47.24
Bersac-sur-Rivalier,72.65,27.35
Bessines-sur-Gartempe,63.89,36.11
Beynac,65.22,34.78
Les Billanges,65.24,34.76
Blanzac,60.55,39.45
Blond,66.14,33.86
Boisseuil,71.85,28.15
Bonnac-la-Côte,61.64,38.36
Bosmie-l'Aiguille,73.27,26.73
Breuilaufa,60.27,39.73
Le Buis,71.82,28.18
Bujaleuf,72.99,27.01
Burgnac,62.89,37.11
Bussière-Galant,61.25,38.75
Bussière-Poitevine,62.44,37.56
Les Cars,64.21,35.79
Chaillac-sur-Vienne,66.18,33.82
Le Chalard,70.55,29.45
Châlus,70.54,29.46
Chamboret,59.35,40.65
Champagnac-la-Rivière,65.98,34.02
Champnétery,57.8,42.2
Champsac,61.88,38.13
La Chapelle-Montbrandeix,73.68,26.32
Chaptelat,69.52,30.48
Château-Chervix,66.9,33.1
Châteauneuf-la-Forêt,69.66,30.34
Châteauponsac,60.48,39.52
Le Châtenet-en-Dognon,56.76,43.24
Cheissoux,70.65,29.35
Chéronnac,57.72,42.28
Cieux,65.62,34.38
Cognac-la-Forêt,58.75,41.25
Compreignac,61.18,38.82
Condat-sur-Vienne,73.17,26.83
Coussac-Bonneval,65.22,34.78
Couzeix,75.11,24.89
La Croisille-sur-Briance,69.03,30.97
La Croix-sur-Gartempe,60.67,39.33
Cromac,49.23,50.77
Cussac,61.04,38.96
Darnac,57.29,42.71
Dinsac,62.59,37.41
Dompierre-les-Eglises,61.54,38.46
Domps,78.57,21.43
Le Dorat,63.46,36.54
Dournazac,68.38,31.62
Droux,73.76,26.24
Eybouleuf,61.21,38.79
Eyjeaux,70.03,29.97
Eymoutiers,79.0,21.0
Feytiat,75.66,24.34
Flavignac,63.71,36.29
Folles,64.07,35.93
Fromental,52.0,48.0
Gajoubert,59.26,40.74
La Geneytouse,65.56,34.44
Glandon,66.96,33.04
Glanges,63.3,36.7
Gorre,64.29,35.71
Les Grands-Chézeaux,55.56,44.44
Isle,80.34,19.66
Jabreilles-les-Bordes,66.39,33.61
Janailhac,64.16,35.84
Javerdat,63.23,36.77
La Jonchère-Saint-Maurice,65.79,34.21
Jouac,52.29,47.71
Jourgnac,66.72,33.28
Ladignac-le-Long,69.69,30.31
Laurière,63.36,36.64
Lavignac,64.58,35.42
Limoges,76.89,23.11
Linards,64.02,35.98
Lussac-les-Eglises,60.96,39.04
Magnac-Bourg,58.4,41.6
Magnac-Laval,63.79,36.21
Mailhac-sur-Benaize,60.14,39.86
Maisonnais-sur-Tardoire,63.44,36.56
Marval,68.0,32.0
Masléon,64.47,35.53
Meilhac,65.27,34.73
Meuzac,71.92,28.08
La Meyze,65.05,34.95
Val d'Issoire,63.21,36.79
Moissannes,54.08,45.92
Montrol-Sénard,70.39,29.61
Mortemart,70.97,29.03
Nantiat,67.23,32.77
Nedde,79.14,20.86
Neuvic-Entier,64.61,35.39
Nexon,69.33,30.67
Nieul,67.12,32.88
Nouic,61.74,38.26
Oradour-Saint-Genest,59.14,40.86
Oradour-sur-Glane,70.41,29.59
Oradour-sur-Vayres,69.7,30.3
Pageas,64.29,35.71
Le Palais-sur-Vienne,71.24,28.76
Panazol,77.19,22.81
Pensol,62.62,37.38
Peyrat-de-Bellac,64.55,35.45
Peyrat-le-Château,68.47,31.53
Peyrilhac,59.35,40.65
Pierre-Buffière,73.22,26.78
La Porcherie,59.23,40.77
Rancon,60.0,40.0
Razès,62.03,37.97
Rempnat,78.67,21.33
Rilhac-Lastours,77.07,22.93
Rilhac-Rancon,70.46,29.54
Rochechouart,67.84,32.16
La Roche-l'Abeille,68.86,31.14
Roussac,67.23,32.77
Royères,71.19,28.81
Roziers-Saint-Georges,58.82,41.18
Saillat-sur-Vienne,62.44,37.56
Saint-Amand-le-Petit,64.71,35.29
Saint-Amand-Magnazeix,65.41,34.59
Sainte-Anne-Saint-Priest,76.47,23.53
Saint-Auvent,66.94,33.06
Saint-Barbant,62.67,37.33
Saint-Bazile,67.69,32.31
Saint-Bonnet-Briance,62.88,37.12
Saint-Bonnet-de-Bellac,60.33,39.67
Saint-Brice-sur-Vienne,67.89,32.11
Saint-Cyr,58.44,41.56
Saint-Denis-des-Murs,60.87,39.13
Saint-Gence,69.36,30.64
Saint-Genest-sur-Roselle,75.31,24.69
Saint-Georges-les-Landes,66.67,33.33
Saint-Germain-les-Belles,65.2,34.8
Saint-Gilles-les-Forêts,78.13,21.88
Saint-Hilaire-Bonneval,70.48,29.52
Saint-Hilaire-la-Treille,58.79,41.21
Saint-Hilaire-les-Places,64.94,35.06
Saint-Jean-Ligoure,67.89,32.11
Saint-Jouvent,61.53,38.47
Saint-Julien-le-Petit,70.62,29.38
Saint-Junien,70.65,29.35
Saint-Junien-les-Combes,70.0,30.0
Saint-Just-le-Martel,68.11,31.89
Saint-Laurent-les-Eglises,64.38,35.62
Saint-Laurent-sur-Gorre,65.87,34.13
Saint-Léger-la-Montagne,61.34,38.66
Saint-Léger-Magnazeix,58.01,41.99
Saint-Léonard-de-Noblat,68.95,31.05
Sainte-Marie-de-Vaux,62.71,37.29
Saint-Martial-sur-Isop,75.51,24.49
Saint-Martin-de-Jussac,57.83,42.17
Saint-Martin-le-Mault,50.85,49.15
Saint-Martin-le-Vieux,64.68,35.32
Saint-Martin-Terressus,62.68,37.32
Saint-Mathieu,59.15,40.85
Saint-Maurice-les-Brousses,60.32,39.68
Saint-Méard,65.46,34.54
Saint-Ouen-sur-Gartempe,64.44,35.56
Saint-Pardoux,57.36,42.64
Saint-Paul,71.66,28.34
Saint-Priest-Ligoure,65.74,34.26
Saint-Priest-sous-Aixe,67.3,32.7
Saint-Priest-Taurion,63.69,36.31
Saint-Sornin-la-Marche,55.22,44.78
Saint-Sornin-Leulac,62.24,37.76
Saint-Sulpice-Laurière,67.35,32.65
Saint-Sulpice-les-Feuilles,59.87,40.13
Saint-Sylvestre,63.21,36.79
Saint-Symphorien-sur-Couze,53.24,46.76
Saint-Victurnien,65.15,34.85
Saint-Vitte-sur-Briance,67.44,32.56
Saint-Yrieix-la-Perche,71.54,28.46
Saint-Yrieix-sous-Aixe,74.25,25.75
Les Salles-Lavauguyon,75.0,25.0
Sauviat-sur-Vige,64.14,35.86
Séreilhac,60.87,39.13
Solignac,74.66,25.34
Surdoux,62.5,37.5
Sussac,72.31,27.69
Tersannes,55.84,44.16
Thiat,65.56,34.44
Thouron,65.75,34.25
Vaulry,55.29,44.71
Vayres,64.38,35.62
Verneuil-Moustiers,37.68,62.32
Verneuil-sur-Vienne,77.36,22.64
Veyrac,68.09,31.91
Vicq-sur-Breuilh,66.58,33.42
Videix,65.55,34.45
Le Vigen,75.38,24.62
Villefavard,56.18,43.82
Les Ableuvenettes,54.05,45.95
Ahéville,57.14,42.86
Aingeville,54.9,45.1
Ainvelle,31.76,68.24
Allarmont,48.57,51.43
Ambacourt,49.46,50.54
Ameuvelle,46.43,53.57
Anglemont,48.15,51.85
Anould,44.85,55.15
Aouze,34.75,65.25
Arches,50.35,49.65
Archettes,56.61,43.39
Aroffe,57.78,42.22
Arrentès-de-Corcieux,43.48,56.52
Attignéville,46.94,53.06
Attigny,46.63,53.37
Aulnois,41.05,58.95
Autigny-la-Tour,58.62,41.38
Autreville,50.0,50.0
Autrey,44.77,55.23
Auzainvilliers,37.06,62.94
Avillers,53.85,46.15
Avrainville,57.89,42.11
Avranville,59.38,40.63
Aydoilles,61.88,38.12
Badménil-aux-Bois,30.1,69.9
La Baffe,65.15,34.85
La Vôge-les-Bains,52.33,47.67
Bainville-aux-Saules,45.92,54.08
Balléville,56.94,43.06
Ban-de-Laveline,48.89,51.11
Ban-de-Sapt,49.0,51.0
Barbey-Seroux,24.69,75.31
Barville,46.3,53.7
Basse-sur-le-Rupt,67.28,32.72
Battexey,51.85,48.15
Baudricourt,51.41,48.59
Bayecourt,51.32,48.68
Bazegney,67.74,32.26
Bazien,32.08,67.92
Bazoilles-et-Ménil,41.03,58.97
Bazoilles-sur-Meuse,43.77,56.23
Beaufremont,59.09,40.91
Beauménil,44.71,55.29
Begnécourt,46.43,53.57
Bellefontaine,51.97,48.03
Belmont-lès-Darney,48.48,51.52
Belmont-sur-Buttant,57.32,42.68
Belmont-sur-Vair,46.67,53.33
Belrupt,47.54,52.46
Belval,51.32,48.68
Bertrimoutier,58.53,41.47
Bettegney-Saint-Brice,47.25,52.75
Bettoncourt,41.38,58.62
Le Beulay,67.57,32.43
Biécourt,60.87,39.13
Biffontaine,42.02,57.98
Blémerey,40.0,60.0
Bleurville,45.65,54.35
Blevaincourt,57.69,42.31
Bocquegney,46.88,53.13
Bois-de-Champ,28.57,71.43
Bonvillet,57.14,42.86
Boulaincourt,47.73,52.27
La Bourgonce,50.68,49.32
Bouxières-aux-Bois,57.45,42.55
Bouxurulles,52.81,47.19
Bouzemont,75.0,25.0
Brantigny,55.93,44.07
Brechainville,23.53,76.47
La Bresse,68.7,31.3
Brouvelieures,46.35,53.65
Brû,46.11,53.89
Bruyères,56.33,43.67
Bulgnéville,53.21,46.79
Bult,44.72,55.28
Bussang,52.59,47.41
Celles-sur-Plaine,37.91,62.09
Certilleux,55.86,44.14
Chamagne,49.47,50.53
Champdray,63.89,36.11
Champ-le-Duc,52.84,47.16
Chantraine,71.28,28.72
La Chapelle-aux-Bois,50.13,49.87
La Chapelle-devant-Bruyères,42.99,57.01
Charmes,48.38,51.62
Charmois-devant-Bruyères,56.33,43.67
Charmois-l'Orgueilleux,41.88,58.13
Châtas,46.67,53.33
Châtel-sur-Moselle,56.98,43.02
Châtenois,60.54,39.46
Châtillon-sur-Saône,50.0,50.0
Chauffecourt,64.71,35.29
Chaumousey,60.55,39.45
Chavelot,60.43,39.57
Chef-Haut,72.41,27.59
Cheniménil,57.65,42.35
Chermisey,35.29,64.71
Circourt,56.6,43.4
Circourt-sur-Mouzon,56.03,43.97
Claudon,39.86,60.14
Ban-sur-Meurthe-Clefcy,47.04,52.96
Clérey-la-Côte,37.04,62.96
Le Clerjus,42.8,57.2
Cleurie,57.65,42.35
Clézentaine,50.82,49.18
Coinches,49.51,50.49
Combrimont,43.37,56.63
Contrexéville,57.58,42.42
Corcieux,49.61,50.39
Cornimont,60.55,39.45
Courcelles-sous-Châtenois,47.37,52.63
Coussey,45.36,54.64
Crainvilliers,40.63,59.38
La Croix-aux-Mines,42.14,57.86
Damas-aux-Bois,58.28,41.72
Damas-et-Bettegney,63.64,36.36
Damblain,45.24,54.76
Darney,53.16,46.84
Darney-aux-Chênes,51.52,48.48
Darnieulles,51.13,48.87
Deinvillers,76.32,23.68
Denipaire,69.28,30.72
Derbamont,68.06,31.94
Destord,39.39,60.61
Deycimont,58.38,41.62
Deyvillers,65.25,34.75
Dignonville,66.93,33.07
Dinozé,65.76,34.24
Docelles,55.51,44.49
Dogneville,67.67,32.33
Dolaincourt,56.67,43.33
Dombasle-devant-Darney,37.5,62.5
Dombasle-en-Xaintois,55.71,44.29
Dombrot-le-Sec,47.55,52.45
Dombrot-sur-Vair,37.66,62.34
Domèvre-sur-Avière,56.77,43.23
Domèvre-sur-Durbion,52.73,47.27
Domèvre-sous-Montfort,58.06,41.94
Domfaing,48.84,51.16
Domjulien,38.68,61.32
Dommartin-aux-Bois,57.21,42.79
Dommartin-lès-Remiremont,55.59,44.41
Dommartin-lès-Vallois,67.74,32.26
Dommartin-sur-Vraine,32.58,67.42
Dompaire,55.35,44.65
Dompierre,61.88,38.13
Domptail,51.91,48.09
Domrémy-la-Pucelle,63.29,36.71
Domvallier,70.42,29.58
Doncières,38.96,61.04
Dounoux,53.13,46.88
Eloyes,55.26,44.74
Entre-deux-Eaux,42.16,57.84
Epinal,71.46,28.54
Escles,51.95,48.05
Esley,44.25,55.75
Essegney,51.59,48.41
Estrennes,59.7,40.3
Etival-Clairefontaine,44.11,55.89
Evaux-et-Ménil,44.33,55.67
Faucompierre,53.16,46.84
Fauconcourt,57.14,42.86
Fays,58.45,41.55
Ferdrupt,43.56,56.44
Fignévelle,45.45,54.55
Fiménil,33.83,66.17
Florémont,60.57,39.43
Fomerey,63.51,36.49
Fontenay,54.9,45.1
Fontenoy-le-Château,46.77,53.23
La Forge,59.94,40.06
Les Forges,67.58,32.42
Fouchécourt,26.67,73.33
Frain,63.33,36.67
Fraize,40.58,59.42
Frapelle,46.23,53.77
Frebécourt,44.5,55.5
Fremifontaine,42.47,57.53
Frenelle-la-Grande,44.3,55.7
Frenelle-la-Petite,41.94,58.06
Frénois,37.84,62.16
Fresse-sur-Moselle,48.45,51.55
Fréville,50.57,49.43
Frizon,50.96,49.04
Gelvécourt-et-Adompt,59.65,40.35
Gemaingoutte,41.49,58.51
Gemmelaincourt,50.0,50.0
Gendreville,44.26,55.74
Gérardmer,71.17,28.83
Gerbamont,57.21,42.79
Gerbépal,61.95,38.05
Gignéville,26.67,73.33
Gigney,57.58,42.42
Girancourt,51.3,48.7
Gircourt-lès-Viéville,41.07,58.93
Girecourt-sur-Durbion,46.28,53.72
Girmont-Val-d'Ajol,52.15,47.85
Gironcourt-sur-Vraine,49.38,50.63
Godoncourt,58.33,41.67
Golbey,57.91,42.09
Gorhey,37.27,62.73
Grand,50.44,49.56
La Grande-Fosse,65.91,34.09
Grandrupt-de-Bains,70.21,29.79
Grandrupt,47.54,52.46
Grandvillers,49.62,50.38
Granges-Aumontzey,50.93,49.07
Greux,48.15,51.85
Grignoncourt,43.75,56.25
Gruey-lès-Surance,54.35,45.65
Gugnécourt,59.78,40.22
Gugney-aux-Aulx,55.29,44.71
Hadigny-les-Verrières,45.0,55.0
Hadol,53.76,46.24
Hagécourt,50.0,50.0
Hagnéville-et-Roncourt,39.29,60.71
Haillainville,64.6,35.4
Harchéchamp,50.0,50.0
Hardancourt,90.0,10.0
Haréville,53.56,46.44
Harmonville,49.58,50.42
Harol,50.78,49.22
La Haye,43.06,56.94
Hennecourt,46.7,53.3
Hennezel,45.81,54.19
Hergugney,46.58,53.42
Herpelmont,30.64,69.36
Houécourt,39.73,60.27
Houéville,33.33,66.67
Housseras,46.92,53.08
La Houssière,46.59,53.41
Hurbache,49.72,50.28
Hymont,56.54,43.46
Igney,42.9,57.1
Isches,50.47,49.53
Jainvillotte,41.67,58.33
Jarménil,47.69,52.31
Jeanménil,50.62,49.38
Jésonville,61.54,38.46
Jeuxey,64.47,35.53
Jorxey,50.94,49.06
Jubainville,52.31,47.69
Jussarupt,45.16,54.84
Juvaincourt,50.49,49.51
Lamarche,44.0,56.0
Landaville,40.63,59.38
Langley,45.0,55.0
Laval-sur-Vologne,44.37,55.63
Laveline-devant-Bruyères,44.32,55.68
Laveline-du-Houx,41.79,58.21
Légéville-et-Bonfays,25.71,74.29
Lemmecourt,40.0,60.0
Lépanges-sur-Vologne,54.59,45.41
Lerrain,48.88,51.12
Lesseux,47.19,52.81
Liézey,69.09,30.91
Liffol-le-Grand,48.86,51.14
Lignéville,44.03,55.97
Lironcourt,39.58,60.42
Longchamp,60.87,39.13
Longchamp-sous-Châtenois,50.0,50.0
Lubine,43.64,56.36
Lusse,54.4,45.6
Luvigny,44.64,55.36
Maconcourt,0.0,0.0
Madecourt,38.1,61.9
Madegney,41.18,58.82
Madonne-et-Lamerey,52.2,47.8
Malaincourt,50.0,50.0
Mandray,39.89,60.11
Mandres-sur-Vair,48.77,51.23
Marainville-sur-Madon,57.89,42.11
Marey,49.06,50.94
Maroncourt,40.0,60.0
Martigny-les-Bains,49.16,50.84
Martigny-les-Gerbonvaux,35.29,64.71
Martinvelle,50.6,49.4
Mattaincourt,52.55,47.45
Maxey-sur-Meuse,52.05,47.95
Mazeley,50.32,49.68
Mazirot,55.07,44.93
Médonville,55.1,44.9
Méménil,39.05,60.95
Ménarmont,35.71,64.29
Ménil-en-Xaintois,45.98,54.02
Ménil-de-Senones,60.0,40.0
Ménil-sur-Belvitte,46.77,53.23
Le Ménil,53.92,46.08
Midrevaux,38.76,61.24
Mirecourt,62.59,37.41
Moncel-sur-Vair,54.62,45.38
Le Mont,62.22,37.78
Mont-lès-Lamarche,32.31,67.69
Mont-lès-Neufchâteau,45.86,54.14
Monthureux-le-Sec,52.38,47.62
Monthureux-sur-Saône,55.87,44.13
Montmotier,37.93,62.07
Morelmaison,41.46,58.54
Moriville,41.22,58.78
Morizécourt,37.5,62.5
Mortagne,40.59,59.41
Morville,33.33,66.67
Moussey,49.06,50.94
Moyemont,49.18,50.82
Moyenmoutier,39.2,60.8
Nayemont-les-Fosses,65.19,34.81
Neufchâteau,57.54,42.46
La Neuveville-devant-Lépanges,41.79,58.21
La Neuveville-sous-Châtenois,54.17,45.83
La Neuveville-sous-Montfort,41.67,58.33
Neuvillers-sur-Fave,53.85,46.15
Nomexy,44.02,55.98
Nompatelize,51.99,48.01
Nonville,43.64,56.36
Nonzeville,54.84,45.16
Norroy,50.0,50.0
Nossoncourt,39.71,60.29
Oëlleville,50.0,50.0
Offroicourt,57.95,42.05
Ollainville,46.51,53.49
Ortoncourt,40.0,60.0
Padoux,37.23,62.77
Pair-et-Grandrupt,53.57,46.43
Pallegney,47.13,52.87
Parey-sous-Montfort,42.47,57.53
Pargny-sous-Mureau,48.0,52.0
La Petite-Fosse,62.22,37.78
La Petite-Raon,43.92,56.08
Pierrefitte,59.68,40.32
Pierrepont-sur-l'Arentèle,52.27,47.73
Plainfaing,40.68,59.32
Pleuvezain,27.27,72.73
Plombières-les-Bains,57.4,42.6
Pompierre,66.67,33.33
Pont-lès-Bonfays,53.45,46.55
Pont-sur-Madon,39.78,60.22
Portieux,48.5,51.5
Les Poulières,34.81,65.19
Poussay,55.26,44.74
Pouxeux,48.09,51.91
Prey,47.06,52.94
Provenchères-lès-Darney,44.76,55.24
Provenchères-et-Colroy,45.54,54.46
Le Puid,61.19,38.81
Punerot,49.43,50.57
Puzieux,51.55,48.45
Racécourt,62.79,37.21
Rainville,57.67,42.33
Rambervillers,49.0,51.0
Ramecourt,60.82,39.18
Ramonchamp,46.7,53.3
Rancourt,65.22,34.78
Raon-aux-Bois,49.05,50.95
Raon-l'Etape,47.77,52.23
Raon-sur-Plaine,61.11,38.89
Rapey,27.27,72.73
Raves,48.35,51.65
Rebeuville,53.55,46.45
Regnévelle,42.53,57.47
Regney,35.42,64.58
Rehaincourt,46.36,53.64
Rehaupal,64.1,35.9
Relanges,57.63,42.37
Remicourt,43.18,56.82
Remiremont,67.62,32.38
Remoncourt,53.98,46.02
Remomeix,50.41,49.59
Removille,55.37,44.63
Renauvoid,55.56,44.44
Repel,50.94,49.06
Robécourt,57.14,42.86
Rochesson,62.88,37.12
Rollainville,62.23,37.77
Romain-aux-Bois,32.5,67.5
Romont,48.02,51.98
Les Rouges-Eaux,37.93,62.07
Le Roulier,56.86,43.14
Rouvres-en-Xaintois,50.0,50.0
Rouvres-la-Chétive,53.75,46.25
Roville-aux-Chênes,43.94,56.06
Rozerotte,45.19,54.81
Rozières-sur-Mouzon,51.06,48.94
Rugney,39.24,60.76
Ruppes,50.49,49.51
Rupt-sur-Moselle,47.99,52.01
Saint-Amé,58.8,41.2
Sainte-Barbe,46.47,53.53
Saint-Baslemont,48.08,51.92
Saint-Benoît-la-Chipotte,42.86,57.14
Saint-Dié,63.1,36.9
Saint-Etienne-lès-Remiremont,61.21,38.79
Saint-Genest,59.32,40.68
Saint-Gorgon,42.59,57.41
Sainte-Hélène,36.29,63.71
Saint-Jean-d'Ormont,49.32,50.68
Saint-Julien,33.9,66.1
Saint-Léonard,47.04,52.96
Sainte-Marguerite,56.35,43.65
Saint-Maurice-sur-Mortagne,44.55,55.45
Saint-Maurice-sur-Moselle,47.4,52.6
Saint-Menge,72.13,27.87
Saint-Michel-sur-Meurthe,51.41,48.59
Saint-Nabord,58.64,41.36
Saint-Ouen-lès-Parey,45.79,54.21
Saint-Paul,44.59,55.41
Saint-Pierremont,32.98,67.02
Saint-Prancher,34.09,65.91
Saint-Remimont,40.0,60.0
Saint-Remy,52.74,47.26
Saint-Stail,50.0,50.0
Saint-Vallier,46.15,53.85
La Salle,43.84,56.16
Sanchey,55.79,44.21
Sandaucourt,50.93,49.07
Sans-Vallois,42.62,57.38
Sapois,62.31,37.69
Sartes,50.0,50.0
Le Saulcy,57.67,42.33
Saulcy-sur-Meurthe,50.72,49.28
Saulxures-lès-Bulgnéville,32.84,67.16
Saulxures-sur-Moselotte,56.98,43.02
Sauville,48.33,51.67
Savigny,55.45,44.55
Senaide,33.6,66.4
Senones,50.42,49.58
Senonges,30.38,69.62
Seraumont,30.77,69.23
Sercoeur,47.5,52.5
Serécourt,48.68,51.32
Serocourt,54.39,45.61
Sionne,44.74,55.26
Socourt,53.21,46.79
Soncourt,59.26,40.74
Soulosse-sous-Saint-Elophe,46.42,53.58
Suriauville,57.6,42.4
Le Syndicat,55.18,44.82
Taintrux,52.49,47.51
Tendon,49.63,50.37
Capavenir,51.69,48.31
They-sous-Montfort,33.33,66.67
Thiéfosse,50.72,49.28
Le Thillot,51.47,48.53
Thiraucourt,55.56,44.44
Le Tholy,59.79,40.21
Les Thons,54.69,45.31
Thuillières,60.76,39.24
Tignécourt,53.73,46.27
Tilleux,47.37,52.63
Tollaincourt,50.72,49.28
Totainville,51.56,48.44
Trampot,58.44,41.56
Tranqueville-Graux,34.04,65.96
Trémonzey,46.27,53.73
Ubexy,49.41,50.59
Uriménil,45.97,54.03
Urville,44.12,55.88
Uxegney,57.12,42.88
Uzemain,53.98,46.02
La Vacheresse-et-la-Rouillie,50.7,49.3
Vagney,61.42,38.58
Le Val-d'Ajol,57.45,42.55
Valfroicourt,53.21,46.79
Valleroy-aux-Saules,65.27,34.73
Valleroy-le-Sec,37.5,62.5
Les Vallois,43.33,56.67
Le Valtin,81.97,18.03
Varmonzey,46.67,53.33
Vaubexy,45.83,54.17
Vaudéville,63.06,36.94
Vaudoncourt,64.29,35.71
Vaxoncourt,48.5,51.5
Vecoux,60.69,39.31
Velotte-et-Tatignécourt,65.31,34.69
Ventron,55.75,44.25
Le Vermont,45.61,54.39
Vervezelle,53.49,46.51
Vexaincourt,47.06,52.94
Vicherey,53.0,47.0
Vienville,37.65,62.35
Vieux-Moulin,42.71,57.29
Villers,71.72,28.28
Ville-sur-Illon,49.82,50.18
Villoncourt,64.52,35.48
Villotte,39.0,61.0
Villouxel,48.0,52.0
Viménil,36.96,63.04
Vincey,45.06,54.94
Viocourt,68.09,31.91
Vioménil,47.87,52.13
Vittel,60.99,39.01
Viviers-le-Gras,46.6,53.4
Viviers-lès-Offroicourt,66.67,33.33
La Voivre,52.88,47.12
Les Voivres,47.06,52.94
Vomécourt,49.38,50.63
Vomécourt-sur-Madon,42.86,57.14
Vouxey,53.09,46.91
Vrécourt,46.93,53.07
Vroville,49.38,50.62
Wisembach,37.22,62.78
Xaffévillers,50.65,49.35
Xamontarupt,54.12,45.88
Xaronval,52.94,47.06
Xertigny,45.02,54.98
Xonrupt-Longemer,68.61,31.39
Zincourt,69.23,30.77
Aigremont,65.52,34.48
Montholon,53.4,46.6
Aisy-sur-Armançon,47.01,52.99
Ancy-le-Franc,51.36,48.64
Ancy-le-Libre,50.49,49.51
Andryes,62.45,37.55
Angely,57.61,42.39
Annay-la-Côte,57.59,42.41
Annay-sur-Serein,59.59,40.41
