lien,Emmanuel Macron,Marine Le Pen
https://www.journaldunet.com/management/ville/westhouse-marmoutier/ville-67527,47.39,52.61
https://www.journaldunet.com/management/ville/trebabu/ville-29282,59.83,40.17
https://www.journaldunet.com/management/ville/vindrac-alayrac/ville-81320,56.84,43.16
https://www.journaldunet.com/management/ville/plainoiseau/ville-39422,51.17,48.83
https://www.journaldunet.com/management/ville/saint-aubin-le-cauf/ville-76562,52.98,47.02
https://www.journaldunet.com/management/ville/wissous/ville-91689,66.63,33.37
https://www.journaldunet.com/management/ville/villefranche-du-perigord/ville-24585,46.6,53.4
https://www.journaldunet.com/management/ville/saint-gerons/ville-15189,45.8,54.2
https://www.journaldunet.com/management/ville/rety/ville-62705,35.86,64.14
https://www.journaldunet.com/management/ville/maysel/ville-60391,38.64,61.36
https://www.journaldunet.com/management/ville/sausset-les-pins/ville-13104,45.99,54.01
https://www.journaldunet.com/management/ville/la-cresse/ville-12086,58.82,41.18
https://www.journaldunet.com/management/ville/piscop/ville-95489,52.19,47.81
https://www.journaldunet.com/management/ville/sereilhac/ville-87191,47.35,52.65
https://www.journaldunet.com/management/ville/bigorno/ville-2B036,90.79,9.21
https://www.journaldunet.com/management/ville/breuil-bois-robert/ville-78104,56.74,43.26
https://www.journaldunet.com/management/ville/champrenault/ville-21141,51.72,48.28
https://www.journaldunet.com/management/ville/saint-pee-sur-nivelle/ville-64495,60.13,39.87
https://www.journaldunet.com/management/ville/saint-aubin-sur-yonne/ville-89335,36.48,63.52
https://www.journaldunet.com/management/ville/rots/ville-14543,67.63,32.37
https://www.journaldunet.com/management/ville/saint-julien-le-petit/ville-87153,54.66,45.34
https://www.journaldunet.com/management/ville/bazancourt/ville-60049,61.43,38.57
https://www.journaldunet.com/management/ville/champigny-sur-veude/ville-37051,54.2,45.8
https://www.journaldunet.com/management/ville/cranves-sales/ville-74094,59.03,40.97
https://www.journaldunet.com/management/ville/bousignies-sur-roc/ville-59101,36.36,63.64
https://www.journaldunet.com/management/ville/saint-gregoire/ville-35278,83.43,16.57
https://www.journaldunet.com/management/ville/le-larderet/ville-39277,32.43,67.57
https://www.journaldunet.com/management/ville/plesnois/ville-57546,64.84,35.16
https://www.journaldunet.com/management/ville/saint-jacques-d-atticieux/ville-07243,39.77,60.23
https://www.journaldunet.com/management/ville/bennecourt/ville-78057,52.49,47.51
https://www.journaldunet.com/management/ville/le-rouget-pers/ville-15268,53.7,46.3
https://www.journaldunet.com/management/ville/lignol-le-chateau/ville-10197,52.25,47.75
https://www.journaldunet.com/management/ville/montreuil-en-auge/ville-14448,55.17,44.83
https://www.journaldunet.com/management/ville/messe/ville-79177,51.61,48.39
https://www.journaldunet.com/management/ville/oslon/ville-71333,51.36,48.64
https://www.journaldunet.com/management/ville/ebaty/ville-21236,41.22,58.78
https://www.journaldunet.com/management/ville/rainfreville/ville-76519,70.73,29.27
https://www.journaldunet.com/management/ville/rousses/ville-48130,62.96,37.04
https://www.journaldunet.com/management/ville/granville/ville-50218,70.71,29.29
https://www.journaldunet.com/management/ville/artigues/ville-83006,27.27,72.73
https://www.journaldunet.com/management/ville/mauvieres/ville-36114,44.24,55.76
https://www.journaldunet.com/management/ville/vieil-moutier/ville-62853,40.23,59.77
https://www.journaldunet.com/management/ville/noalhat/ville-63253,27.35,72.65
https://www.journaldunet.com/management/ville/jussas/ville-17199,42.65,57.35
https://www.journaldunet.com/management/ville/chaumes-en-brie/ville-77107,47.23,52.77
https://www.journaldunet.com/management/ville/vezaponin/ville-02793,22.22,77.78
https://www.journaldunet.com/management/ville/villers-pater/ville-70565,54.55,45.45
https://www.journaldunet.com/management/ville/thievres/ville-80756,30.0,70.0
https://www.journaldunet.com/management/ville/les-cluses/ville-66063,34.01,65.99
https://www.journaldunet.com/management/ville/minzier/ville-74184,50.84,49.16
https://www.journaldunet.com/management/ville/la-gimond/ville-42100,58.01,41.99
https://www.journaldunet.com/management/ville/blois/ville-41018,69.22,30.78
https://www.journaldunet.com/management/ville/bezeril/ville-32051,78.79,21.21
https://www.journaldunet.com/management/ville/saulnieres/ville-35321,62.53,37.47
https://www.journaldunet.com/management/ville/anjoutey/ville-90003,42.22,57.78
https://www.journaldunet.com/management/ville/montigny-sur-l-hallue/ville-80562,55.56,44.44
https://www.journaldunet.com/management/ville/nolleval/ville-76469,31.17,68.83
https://www.journaldunet.com/management/ville/le-heron/ville-76358,40.0,60.0
https://www.journaldunet.com/management/ville/monthurel/ville-02510,54.76,45.24
https://www.journaldunet.com/management/ville/monheurt/ville-47177,44.9,55.1
https://www.journaldunet.com/management/ville/argillieres/ville-70027,35.56,64.44
https://www.journaldunet.com/management/ville/teille/ville-72349,43.8,56.2
https://www.journaldunet.com/management/ville/precy-notre-dame/ville-10303,51.06,48.94
https://www.journaldunet.com/management/ville/beaulieu-sur-layon/ville-49022,66.35,33.65
https://www.journaldunet.com/management/ville/cerizay/ville-79062,61.51,38.49
https://www.journaldunet.com/management/ville/la-chavanne/ville-73082,62.53,37.47
https://www.journaldunet.com/management/ville/esves-le-moutier/ville-37103,42.86,57.14
https://www.journaldunet.com/management/ville/casson/ville-44027,63.74,36.26
https://www.journaldunet.com/management/ville/monties/ville-32287,45.65,54.35
https://www.journaldunet.com/management/ville/cendrey/ville-25107,25.51,74.49
https://www.journaldunet.com/management/ville/saint-haon/ville-43192,38.19,61.81
https://www.journaldunet.com/management/ville/saint-sornin-leulac/ville-87180,48.61,51.39
https://www.journaldunet.com/management/ville/triqueville/ville-27662,48.39,51.61
https://www.journaldunet.com/management/ville/ouilly-du-houley/ville-14484,60.65,39.35
https://www.journaldunet.com/management/ville/valiergues/ville-19277,50.43,49.57
https://www.journaldunet.com/management/ville/villiers-saint-frederic/ville-78683,72.84,27.16
https://www.journaldunet.com/management/ville/vertault/ville-21671,55.17,44.83
https://www.journaldunet.com/management/ville/peron/ville-01288,58.57,41.43
https://www.journaldunet.com/management/ville/villegly/ville-11426,37.16,62.84
https://www.journaldunet.com/management/ville/vivaise/ville-02821,46.44,53.56
https://www.journaldunet.com/management/ville/chepy/ville-80190,37.16,62.84
https://www.journaldunet.com/management/ville/thiebouhans/ville-25559,50.0,50.0
https://www.journaldunet.com/management/ville/diou/ville-36065,46.94,53.06
https://www.journaldunet.com/management/ville/coisy/ville-80202,73.49,26.51
https://www.journaldunet.com/management/ville/barreme/ville-04022,44.44,55.56
https://www.journaldunet.com/management/ville/louppy-sur-loison/ville-55306,45.21,54.79
https://www.journaldunet.com/management/ville/miramont-d-astarac/ville-32254,52.63,47.37
https://www.journaldunet.com/management/ville/mennetou-sur-cher/ville-41135,38.83,61.17
https://www.journaldunet.com/management/ville/les-martres-de-veyre/ville-63214,58.67,41.33
https://www.journaldunet.com/management/ville/commeaux/ville-61114,34.95,65.05
https://www.journaldunet.com/management/ville/clairfontaine/ville-02197,40.58,59.42
https://www.journaldunet.com/management/ville/souligne-sous-ballon/ville-72340,52.94,47.06
https://www.journaldunet.com/management/ville/fontaine-en-dormois/ville-51255,72.73,27.27
https://www.journaldunet.com/management/ville/angliers/ville-86005,45.21,54.79
https://www.journaldunet.com/management/ville/landrecourt-lempire/ville-55276,47.79,52.21
https://www.journaldunet.com/management/ville/port-de-lanne/ville-40231,52.8,47.2
https://www.journaldunet.com/management/ville/marigny/ville-71278,55.43,44.57
https://www.journaldunet.com/management/ville/canny-sur-therain/ville-60128,28.21,71.79
https://www.journaldunet.com/management/ville/aix-villemaur-palis/ville-10003,42.65,57.35
https://www.journaldunet.com/management/ville/sazilly/ville-37244,45.34,54.66
https://www.journaldunet.com/management/ville/flagy/ville-77184,48.35,51.65
https://www.journaldunet.com/management/ville/boucq/ville-54086,43.35,56.65
https://www.journaldunet.com/management/ville/villeneuve-les-avignon/ville-30351,63.24,36.76
https://www.journaldunet.com/management/ville/louplande/ville-72169,54.44,45.56
https://www.journaldunet.com/management/ville/roppe/ville-90087,50.72,49.28
https://www.journaldunet.com/management/ville/frunce/ville-28167,45.0,55.0
https://www.journaldunet.com/management/ville/chateauneuf-miravail/ville-04051,58.14,41.86
https://www.journaldunet.com/management/ville/castelbiague/ville-31114,47.66,52.34
https://www.journaldunet.com/management/ville/bligny-sur-ouche/ville-21087,46.84,53.16
https://www.journaldunet.com/management/ville/auberives-sur-vareze/ville-38019,43.26,56.74
https://www.journaldunet.com/management/ville/la-rochebeaucourt-et-argentine/ville-24353,60.23,39.77
https://www.journaldunet.com/management/ville/avelanges/ville-21039,62.96,37.04
https://www.journaldunet.com/management/ville/taillecourt/ville-25555,54.72,45.28
https://www.journaldunet.com/management/ville/sivry-sur-meuse/ville-55490,46.24,53.76
https://www.journaldunet.com/management/ville/pourrain/ville-89311,51.28,48.72
https://www.journaldunet.com/management/ville/saint-georges-sur-renon/ville-01356,44.53,55.47
https://www.journaldunet.com/management/ville/lageon/ville-79145,34.88,65.12
https://www.journaldunet.com/management/ville/gerstheim/ville-67154,52.61,47.39
https://www.journaldunet.com/management/ville/casteide-cami/ville-64171,53.52,46.48
https://www.journaldunet.com/management/ville/loupia/ville-11207,43.7,56.3
https://www.journaldunet.com/management/ville/moulayres/ville-81187,37.5,62.5
https://www.journaldunet.com/management/ville/villiers-charlemagne/ville-53273,70.74,29.26
https://www.journaldunet.com/management/ville/lothey/ville-29142,62.45,37.55
https://www.journaldunet.com/management/ville/cezac/ville-33123,39.64,60.36
https://www.journaldunet.com/management/ville/seur/ville-41246,58.9,41.1
https://www.journaldunet.com/management/ville/gignac/ville-34114,48.48,51.52
https://www.journaldunet.com/management/ville/vaumas/ville-03300,50.18,49.82
https://www.journaldunet.com/management/ville/braye-sur-maulne/ville-37036,40.65,59.35
https://www.journaldunet.com/management/ville/sacy/ville-51471,54.26,45.74
https://www.journaldunet.com/management/ville/nesle/ville-80585,39.67,60.33
https://www.journaldunet.com/management/ville/lamastre/ville-07129,60.19,39.81
https://www.journaldunet.com/management/ville/lavans-quingey/ville-25330,62.0,38.0
https://www.journaldunet.com/management/ville/beyssenac/ville-19025,44.35,55.65
https://www.journaldunet.com/management/ville/la-table/ville-73289,42.61,57.39
https://www.journaldunet.com/management/ville/cabrieres/ville-34045,49.6,50.4
https://www.journaldunet.com/management/ville/georfans/ville-70264,40.0,60.0
https://www.journaldunet.com/management/ville/vievy/ville-21683,37.11,62.89
https://www.journaldunet.com/management/ville/montlaur/ville-12154,62.5,37.5
https://www.journaldunet.com/management/ville/dangers/ville-28128,59.65,40.35
https://www.journaldunet.com/management/ville/sorede/ville-66196,46.71,53.29
https://www.journaldunet.com/management/ville/mosnac-saint-simeux/ville-16233,50.42,49.58
https://www.journaldunet.com/management/ville/saint-bonnet-de-chirac/ville-48138,29.27,70.73
https://www.journaldunet.com/management/ville/orin/ville-64426,50.0,50.0
https://www.journaldunet.com/management/ville/bellignies/ville-59065,41.81,58.19
https://www.journaldunet.com/management/ville/bazoches-les-bray/ville-77025,36.09,63.91
https://www.journaldunet.com/management/ville/nieul-les-saintes/ville-17262,47.34,52.66
https://www.journaldunet.com/management/ville/malestroit/ville-56124,70.75,29.25
https://www.journaldunet.com/management/ville/leyvaux/ville-15105,65.38,34.62
https://www.journaldunet.com/management/ville/castelnau-sur-l-auvignon/ville-32080,48.42,51.58
https://www.journaldunet.com/management/ville/montivernage/ville-25401,40.91,59.09
https://www.journaldunet.com/management/ville/lisieux/ville-14366,54.85,45.15
https://www.journaldunet.com/management/ville/aillas/ville-33002,51.76,48.24
https://www.journaldunet.com/management/ville/boissy-le-repos/ville-51070,23.72,76.28
https://www.journaldunet.com/management/ville/roce/ville-41190,65.74,34.26
https://www.journaldunet.com/management/ville/vanzac/ville-17458,42.5,57.5
https://www.journaldunet.com/management/ville/moncey/ville-25382,52.25,47.75
https://www.journaldunet.com/management/ville/ternuay-melay-et-saint-hilaire/ville-70498,44.98,55.02
https://www.journaldunet.com/management/ville/castelginest/ville-31116,57.14,42.86
https://www.journaldunet.com/management/ville/guyans-vennes/ville-25301,62.31,37.69
https://www.journaldunet.com/management/ville/viterne/ville-54586,46.73,53.27
https://www.journaldunet.com/management/ville/avesnes-en-bray/ville-76048,36.65,63.35
https://www.journaldunet.com/management/ville/le-val-dore/ville-27447,52.71,47.29
https://www.journaldunet.com/management/ville/villeneuve-les-sablons/ville-60678,40.76,59.24
https://www.journaldunet.com/management/ville/neuvicq/ville-17260,41.82,58.18
https://www.journaldunet.com/management/ville/saxon-sion/ville-54497,41.3,58.7
https://www.journaldunet.com/management/ville/savigny-en-sancerre/ville-18246,44.72,55.28
https://www.journaldunet.com/management/ville/asco/ville-2B023,52.94,47.06
https://www.journaldunet.com/management/ville/saint-genest-lerpt/ville-42223,62.24,37.76
https://www.journaldunet.com/management/ville/thiebaumenil/ville-54520,38.89,61.11
https://www.journaldunet.com/management/ville/queige/ville-73211,53.99,46.01
https://www.journaldunet.com/management/ville/sainte-marguerite-sur-duclair/ville-76608,46.99,53.01
https://www.journaldunet.com/management/ville/dissangis/ville-89141,44.74,55.26
https://www.journaldunet.com/management/ville/flechy/ville-60237,31.03,68.97
https://www.journaldunet.com/management/ville/la-vacquerie-et-saint-martin-de-castries/ville-34317,59.18,40.82
https://www.journaldunet.com/management/ville/monts-en-ternois/ville-62590,25.71,74.29
https://www.journaldunet.com/management/ville/barjac/ville-09037,86.36,13.64
https://www.journaldunet.com/management/ville/rocquemont/ville-60543,55.26,44.74
https://www.journaldunet.com/management/ville/la-chevallerais/ville-44221,62.72,37.28
https://www.journaldunet.com/management/ville/parfondeval/ville-02586,42.86,57.14
https://www.journaldunet.com/management/ville/saint-savin/ville-65396,68.47,31.53
https://www.journaldunet.com/management/ville/montlaur/ville-31384,67.11,32.89
https://www.journaldunet.com/management/ville/campagne/ville-34048,38.79,61.21
https://www.journaldunet.com/management/ville/rauwiller/ville-67386,38.84,61.16
https://www.journaldunet.com/management/ville/saint-pierre-de-colombier/ville-07282,35.05,64.95
https://www.journaldunet.com/management/ville/pommeuse/ville-77371,42.06,57.94
https://www.journaldunet.com/management/ville/pouzac/ville-65370,63.96,36.04
https://www.journaldunet.com/management/ville/arnac-pompadour/ville-19011,59.32,40.68
https://www.journaldunet.com/management/ville/jouy-sur-eure/ville-27358,54.52,45.48
https://www.journaldunet.com/management/ville/amigny/ville-50006,47.56,52.44
https://www.journaldunet.com/management/ville/gigny-sur-saone/ville-71219,49.44,50.56
https://www.journaldunet.com/management/ville/vimont/ville-14761,46.51,53.49
https://www.journaldunet.com/management/ville/la-selve/ville-02705,23.78,76.22
https://www.journaldunet.com/management/ville/auxais/ville-50024,52.0,48.0
https://www.journaldunet.com/management/ville/verlhac-tescou/ville-82192,46.85,53.15
https://www.journaldunet.com/management/ville/anvin/ville-62036,46.8,53.2
https://www.journaldunet.com/management/ville/cabanes/ville-12041,50.56,49.44
https://www.journaldunet.com/management/ville/lamarque/ville-33220,37.76,62.24
https://www.journaldunet.com/management/ville/doudrac/ville-47083,50.0,50.0
https://www.journaldunet.com/management/ville/millery/ville-69133,70.64,29.36
https://www.journaldunet.com/management/ville/lahage/ville-31266,43.1,56.9
https://www.journaldunet.com/management/ville/colonne/ville-39159,55.63,44.37
https://www.journaldunet.com/management/ville/ostheim/ville-68252,47.74,52.26
https://www.journaldunet.com/management/ville/riviere-pilote/ville-97220,29.0,71.0
https://www.journaldunet.com/management/ville/retheuil/ville-02644,34.32,65.68
https://www.journaldunet.com/management/ville/villers-tournelle/ville-80805,56.0,44.0
https://www.journaldunet.com/management/ville/saint-martin-de-caralp/ville-09269,65.48,34.52
https://www.journaldunet.com/management/ville/vaudeurs/ville-89432,38.11,61.89
https://www.journaldunet.com/management/ville/saint-maurice-sur-eygues/ville-26317,52.28,47.72
https://www.journaldunet.com/management/ville/jonchery/ville-52251,47.32,52.68
https://www.journaldunet.com/management/ville/sainte-souline/ville-16354,52.63,47.37
https://www.journaldunet.com/management/ville/vertheuil/ville-33545,37.35,62.65
https://www.journaldunet.com/management/ville/saint-jouin-de-blavou/ville-61411,53.29,46.71
https://www.journaldunet.com/management/ville/ploezal/ville-22204,57.41,42.59
https://www.journaldunet.com/management/ville/preneron/ville-32332,62.32,37.68
https://www.journaldunet.com/management/ville/montbrison/ville-42147,60.1,39.9
https://www.journaldunet.com/management/ville/yevres-le-petit/ville-10445,55.1,44.9
https://www.journaldunet.com/management/ville/maubert-fontaine/ville-08282,36.76,63.24
https://www.journaldunet.com/management/ville/baillou/ville-41012,48.06,51.94
https://www.journaldunet.com/management/ville/saint-andre-de-boege/ville-74226,47.88,52.12
https://www.journaldunet.com/management/ville/saint-lupien/ville-10348,52.94,47.06
https://www.journaldunet.com/management/ville/marbaix/ville-59374,38.35,61.65
https://www.journaldunet.com/management/ville/saint-jean-de-muzols/ville-07245,60.16,39.84
https://www.journaldunet.com/management/ville/mielan/ville-32252,50.32,49.68
https://www.journaldunet.com/management/ville/frepillon/ville-95256,57.75,42.25
https://www.journaldunet.com/management/ville/ardizas/ville-32007,50.39,49.61
https://www.journaldunet.com/management/ville/saint-vincent-la-chatre/ville-79301,59.59,40.41
https://www.journaldunet.com/management/ville/le-mesnil-jourdain/ville-27403,58.45,41.55
https://www.journaldunet.com/management/ville/amure/ville-79009,54.22,45.78
https://www.journaldunet.com/management/ville/fessy/ville-74126,58.03,41.97
https://www.journaldunet.com/management/ville/doulaincourt-saucourt/ville-52177,31.97,68.03
https://www.journaldunet.com/management/ville/thaumiers/ville-18261,32.44,67.56
https://www.journaldunet.com/management/ville/barges/ville-43019,54.55,45.45
https://www.journaldunet.com/management/ville/sarnois/ville-60605,36.41,63.59
https://www.journaldunet.com/management/ville/osses/ville-64436,54.32,45.68
https://www.journaldunet.com/management/ville/saint-etienne-les-remiremont/ville-88415,51.74,48.26
https://www.journaldunet.com/management/ville/cajarc/ville-46045,65.82,34.18
https://www.journaldunet.com/management/ville/brouennes/ville-55083,24.39,75.61
https://www.journaldunet.com/management/ville/basse-pointe/ville-97203,31.28,68.72
https://www.journaldunet.com/management/ville/beutal/ville-25059,32.05,67.95
https://www.journaldunet.com/management/ville/saint-hilaire-taurieux/ville-19212,40.28,59.72
https://www.journaldunet.com/management/ville/montegut/ville-65319,45.83,54.17
https://www.journaldunet.com/management/ville/schirrhein/ville-67449,46.34,53.66
https://www.journaldunet.com/management/ville/la-sauve/ville-33505,52.22,47.78
https://www.journaldunet.com/management/ville/grandvillers-aux-bois/ville-60285,39.13,60.87
https://www.journaldunet.com/management/ville/neuville-les-vaucouleurs/ville-55381,31.76,68.24
https://www.journaldunet.com/management/ville/loffre/ville-59354,51.12,48.88
https://www.journaldunet.com/management/ville/thiron-gardais/ville-28387,43.09,56.91
https://www.journaldunet.com/management/ville/verignon/ville-83147,72.0,28.0
https://www.journaldunet.com/management/ville/feins-en-gatinais/ville-45143,65.0,35.0
https://www.journaldunet.com/management/ville/ouides/ville-43145,43.24,56.76
https://www.journaldunet.com/management/ville/robersart/ville-59503,42.34,57.66
https://www.journaldunet.com/management/ville/caromb/ville-84030,44.9,55.1
https://www.journaldunet.com/management/ville/bouin/ville-85029,46.84,53.16
https://www.journaldunet.com/management/ville/montelier/ville-26197,61.45,38.55
https://www.journaldunet.com/management/ville/chaumot/ville-89094,32.13,67.87
https://www.journaldunet.com/management/ville/serrigny-en-bresse/ville-71519,28.18,71.82
https://www.journaldunet.com/management/ville/chagey/ville-70116,40.32,59.68
https://www.journaldunet.com/management/ville/champagne/ville-07051,40.47,59.53
https://www.journaldunet.com/management/ville/saint-pe-saint-simon/ville-47266,41.94,58.06
https://www.journaldunet.com/management/ville/caumont/ville-82035,40.0,60.0
https://www.journaldunet.com/management/ville/brenat/ville-63051,54.45,45.55
https://www.journaldunet.com/management/ville/les-pres/ville-26255,86.36,13.64
https://www.journaldunet.com/management/ville/coudray-au-perche/ville-28111,53.47,46.53
https://www.journaldunet.com/management/ville/ormes/ville-10272,45.3,54.7
https://www.journaldunet.com/management/ville/cuy-saint-fiacre/ville-76208,34.99,65.01
https://www.journaldunet.com/management/ville/vrigny/ville-51657,55.24,44.76
https://www.journaldunet.com/management/ville/ronnet/ville-03216,41.84,58.16
https://www.journaldunet.com/management/ville/evenos/ville-83053,42.72,57.28
https://www.journaldunet.com/management/ville/saint-priest-sous-aixe/ville-87177,54.51,45.49
https://www.journaldunet.com/management/ville/perrogney-les-fontaines/ville-52384,40.91,59.09
https://www.journaldunet.com/management/ville/hourges/ville-51294,71.93,28.07
https://www.journaldunet.com/management/ville/dinan/ville-22050,71.49,28.51
https://www.journaldunet.com/management/ville/le-pertre/ville-35217,67.55,32.45
https://www.journaldunet.com/management/ville/palluau-sur-indre/ville-36149,48.28,51.72
https://www.journaldunet.com/management/ville/les-cotes-d-arey/ville-38131,57.55,42.45
https://www.journaldunet.com/management/ville/mingot/ville-65311,58.93,41.07
https://www.journaldunet.com/management/ville/berlancourt/ville-02068,16.67,83.33
https://www.journaldunet.com/management/ville/dammard/ville-02258,38.04,61.96
https://www.journaldunet.com/management/ville/sansais/ville-79304,64.65,35.35
https://www.journaldunet.com/management/ville/luc-sur-aude/ville-11209,45.9,54.1
https://www.journaldunet.com/management/ville/fontain/ville-25245,68.76,31.24
https://www.journaldunet.com/management/ville/surbourg/ville-67487,45.94,54.06
https://www.journaldunet.com/management/ville/curtil-sous-burnand/ville-71164,56.79,43.21
https://www.journaldunet.com/management/ville/montendre/ville-17240,51.95,48.05
https://www.journaldunet.com/management/ville/gergueil/ville-21293,45.21,54.79
https://www.journaldunet.com/management/ville/nieul-le-dolent/ville-85161,57.46,42.54
https://www.journaldunet.com/management/ville/niederbronn-les-bains/ville-67324,50.88,49.12
https://www.journaldunet.com/management/ville/gamaches-en-vexin/ville-27276,50.29,49.71
https://www.journaldunet.com/management/ville/nuits-saint-georges/ville-21464,58.69,41.31
https://www.journaldunet.com/management/ville/schleithal/ville-67451,58.28,41.72
https://www.journaldunet.com/management/ville/marnay/ville-71283,49.2,50.8
https://www.journaldunet.com/management/ville/contres/ville-18071,63.64,36.36
https://www.journaldunet.com/management/ville/coincy/ville-02203,34.17,65.83
https://www.journaldunet.com/management/ville/rocheserviere/ville-85190,65.07,34.93
https://www.journaldunet.com/management/ville/lanouaille/ville-24227,54.49,45.51
https://www.journaldunet.com/management/ville/pleboulle/ville-22174,47.06,52.94
https://www.journaldunet.com/management/ville/le-poet-en-percip/ville-26242,92.86,7.14
https://www.journaldunet.com/management/ville/cessac/ville-33121,44.35,55.65
https://www.journaldunet.com/management/ville/aucey-la-plaine/ville-50019,56.1,43.9
https://www.journaldunet.com/management/ville/warloy-baillon/ville-80820,40.31,59.69
https://www.journaldunet.com/management/ville/argelouse/ville-40008,55.56,44.44
https://www.journaldunet.com/management/ville/bussy-le-chateau/ville-51097,50.47,49.53
https://www.journaldunet.com/management/ville/lournand/ville-71264,64.64,35.36
https://www.journaldunet.com/management/ville/saint-gilles-pligeaux/ville-22294,51.63,48.37
https://www.journaldunet.com/management/ville/entrammes/ville-53094,70.35,29.65
https://www.journaldunet.com/management/ville/le-haut-corlay/ville-22074,58.06,41.94
https://www.journaldunet.com/management/ville/montseveroux/ville-38259,44.64,55.36
https://www.journaldunet.com/management/ville/valescourt/ville-60653,41.53,58.47
https://www.journaldunet.com/management/ville/saint-vaast-en-cambresis/ville-59547,32.04,67.96
https://www.journaldunet.com/management/ville/moulin-mage/ville-81188,51.6,48.4
https://www.journaldunet.com/management/ville/saint-priest-bramefant/ville-63387,46.44,53.56
https://www.journaldunet.com/management/ville/lentilleres/ville-07141,54.31,45.69
https://www.journaldunet.com/management/ville/auribeau/ville-84006,86.84,13.16
https://www.journaldunet.com/management/ville/magoar/ville-22139,59.18,40.82
https://www.journaldunet.com/management/ville/roybon/ville-38347,59.0,41.0
https://www.journaldunet.com/management/ville/arc-en-barrois/ville-52017,41.21,58.79
https://www.journaldunet.com/management/ville/faugeres/ville-07088,73.91,26.09
https://www.journaldunet.com/management/ville/les-authieux-sur-calonne/ville-14032,55.98,44.02
https://www.journaldunet.com/management/ville/proyart/ville-80644,34.42,65.58
https://www.journaldunet.com/management/ville/trigance/ville-83142,58.1,41.9
https://www.journaldunet.com/management/ville/oussoy-en-gatinais/ville-45239,31.02,68.98
https://www.journaldunet.com/management/ville/saint-clair-du-rhone/ville-38378,48.48,51.52
https://www.journaldunet.com/management/ville/graveron-semerville/ville-27298,43.4,56.6
https://www.journaldunet.com/management/ville/volmerange-les-mines/ville-57731,63.39,36.61
https://www.journaldunet.com/management/ville/saint-laurent-du-verdon/ville-04186,43.59,56.41
https://www.journaldunet.com/management/ville/vendat/ville-03304,55.53,44.47
https://www.journaldunet.com/management/ville/montirat/ville-11248,44.9,55.1
https://www.journaldunet.com/management/ville/saint-ay/ville-45269,55.01,44.99
https://www.journaldunet.com/management/ville/caille/ville-06028,30.11,69.89
https://www.journaldunet.com/management/ville/val-de-saane/ville-76018,42.0,58.0
https://www.journaldunet.com/management/ville/rians/ville-18194,42.88,57.12
https://www.journaldunet.com/management/ville/asnieres-en-bessin/ville-14023,44.68,55.32
https://www.journaldunet.com/management/ville/saint-leu-la-foret/ville-95563,70.57,29.43
https://www.journaldunet.com/management/ville/saint-barthelemy/ville-77402,34.64,65.36
https://www.journaldunet.com/management/ville/aubencheul-aux-bois/ville-02030,32.92,67.08
https://www.journaldunet.com/management/ville/fravaux/ville-10160,33.33,66.67
https://www.journaldunet.com/management/ville/rouairoux/ville-81231,36.73,63.27
https://www.journaldunet.com/management/ville/la-corne-en-vexin/ville-60209,33.56,66.44
https://www.journaldunet.com/management/ville/montchevrier/ville-36126,49.78,50.22
https://www.journaldunet.com/management/ville/labastidette/ville-31253,47.28,52.72
https://www.journaldunet.com/management/ville/moustiers-sainte-marie/ville-04135,62.44,37.56
https://www.journaldunet.com/management/ville/chastellux-sur-cure/ville-89089,32.29,67.71
https://www.journaldunet.com/management/ville/toury-sur-jour/ville-58294,52.17,47.83
https://www.journaldunet.com/management/ville/marsac/ville-16210,51.71,48.29
https://www.journaldunet.com/management/ville/dournon/ville-39202,39.73,60.27
https://www.journaldunet.com/management/ville/jans/ville-44076,57.27,42.73
https://www.journaldunet.com/management/ville/lemps/ville-07140,51.1,48.9
https://www.journaldunet.com/management/ville/menetou-sur-nahon/ville-36115,38.16,61.84
https://www.journaldunet.com/management/ville/saint-germier/ville-32379,40.15,59.85
https://www.journaldunet.com/management/ville/villenauxe-la-petite/ville-77507,29.48,70.52
https://www.journaldunet.com/management/ville/lasserrade/ville-32199,56.6,43.4
https://www.journaldunet.com/management/ville/gonneville-sur-honfleur/ville-14304,62.18,37.82
https://www.journaldunet.com/management/ville/colmier-le-haut/ville-52138,43.64,56.36
https://www.journaldunet.com/management/ville/doncieres/ville-88156,32.14,67.86
https://www.journaldunet.com/management/ville/dormelles/ville-77161,48.08,51.92
https://www.journaldunet.com/management/ville/montlaux/ville-04130,53.92,46.08
https://www.journaldunet.com/management/ville/saint-leger-le-petit/ville-18220,34.45,65.55
https://www.journaldunet.com/management/ville/waldighofen/ville-68355,43.44,56.56
https://www.journaldunet.com/management/ville/senlis/ville-62790,56.14,43.86
https://www.journaldunet.com/management/ville/saint-andre/ville-32356,44.44,55.56
https://www.journaldunet.com/management/ville/rening/ville-57573,37.33,62.67
https://www.journaldunet.com/management/ville/velle-le-chatel/ville-70536,40.0,60.0
https://www.journaldunet.com/management/ville/lombres/ville-65277,55.1,44.9
https://www.journaldunet.com/management/ville/franey/ville-25257,58.64,41.36
https://www.journaldunet.com/management/ville/la-bourdiniere-saint-loup/ville-28048,47.35,52.65
https://www.journaldunet.com/management/ville/oeuilly/ville-02565,36.36,63.64
https://www.journaldunet.com/management/ville/villechetive/ville-89451,51.45,48.55
https://www.journaldunet.com/management/ville/rognac/ville-13081,37.67,62.33
